Pollster,Start Date,End Date,Release Date/Time (ET),Number of Observations,Population,Mode,Favorable,Unfavorable,Undecided,Pollster URL,Source URL,Source URL
DailyKos/SEIU/PPP (D),2011-09-15,2011-09-18,2011-10-18 11:26:05,1000,Registered Voters,Automated Phone,44,52,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11994,http://dailykos.com/weeklypolling/2011/9/29,http://dailykos.com/weeklypolling/2011/9/29
CBS/Times,2011-09-10,2011-09-15,2011-09-16 10:26:44,1452,Adults,Phone,39,42,14,http://elections.huffingtonpost.com/pollster/polls/cbs-times-11852,http://www.cbsnews.com/stories/2011/09/16/politics/main20107599.shtml,http://www.cbsnews.com/stories/2011/09/16/politics/main20107599.shtml
Marist/McClatchy,2011-09-13,2011-09-14,2011-09-20 11:52:47,825,Registered Voters,Phone,46,48,5,http://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-11873,"http://maristpoll.marist.edu/wp-content/misc/usapolls/US110913/Obama_Congress_Jobs/Complete%20September%2020,%202011%20USA%20McClatchy-Marist%20Poll%20Release%20and%20Tables.pdf","http://maristpoll.marist.edu/wp-content/misc/usapolls/US110913/Obama_Congress_Jobs/Complete%20September%2020,%202011%20USA%20McClatchy-Marist%20Poll%20Release%20and%20Tables.pdf"
Bloomberg,2011-09-09,2011-09-12,2011-09-14 10:27:19,997,Adults,Phone,50,47,3,http://elections.huffingtonpost.com/pollster/polls/bloomberg-11836,http://media.bloomberg.com/bb/avfile/rcBTdobXyUWg,http://media.bloomberg.com/bb/avfile/rcBTdobXyUWg
DailyKos/SEIU/PPP (D),2011-09-08,2011-09-11,2011-09-13 14:47:22,1000,Registered Voters,Automated Phone,48,49,4,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11830,http://dailykos.com/weeklypolling/2011/9/8,http://dailykos.com/weeklypolling/2011/9/8
YouGov/Economist,2011-09-03,2011-09-06,2011-09-09 08:46:38,1000,Adults,Internet,46,46,8,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-11815,http://big.assets.huffingtonpost.com/20110906econToplines.pdf,http://big.assets.huffingtonpost.com/20110906econToplines.pdf
Politico/GWU/Battleground,2011-08-28,2011-09-01,2011-09-06 11:16:17,1000,Likely Voters,Phone,49,46,4,http://elections.huffingtonpost.com/pollster/polls/politico-gwu-battleground-11799,http://www.politico.com/static/PPM170_090611_battlegroundpoll_results.html,http://www.politico.com/static/PPM170_090611_battlegroundpoll_results.html
Resurgent Republic (R),2011-08-28,2011-08-31,2011-09-07 12:27:34,1000,Registered Voters,Phone,50,47,3,http://elections.huffingtonpost.com/pollster/polls/resurgent-republic-r-11810,http://www.resurgentrepublic.com/system/assets/428/original/RR_August_Toplines.pdf,http://www.resurgentrepublic.com/system/assets/428/original/RR_August_Toplines.pdf
NBC/WSJ,2011-08-27,2011-08-31,2011-09-06 09:38:17,1000,Adults,Phone,50,38,,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-11798,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/_Today_Stories_Teases/Correct_NBCWSJ_poll.pdf,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/_Today_Stories_Teases/Correct_NBCWSJ_poll.pdf
DailyKos/SEIU/PPP (D),2011-08-25,2011-08-28,2011-08-30 13:06:00,,Registered Voters - Democrat,Automated Phone,45,51,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11779,http://dailykos.com/weeklypolling/2011/8/25,http://dailykos.com/weeklypolling/2011/8/25
Quinnipiac,2011-08-16,2011-08-27,2011-08-31 10:46:54,2730,Registered Voters,Phone,47,47,,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-11783,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1639,http://www.quinnipiac.edu/x1295.xml?ReleaseID=1639
AP-GfK,2011-08-18,2011-08-22,2011-08-25 11:10:22,1001,Adults,Phone,54,45,2,http://elections.huffingtonpost.com/pollster/polls/ap-gfk-11759,http://surveys.ap.org/data/GfK/AP-GfK%20Poll%20Aug%202011%20FINAL%20Topline_ObamaEconomy.pdf,http://surveys.ap.org/data/GfK/AP-GfK%20Poll%20Aug%202011%20FINAL%20Topline_ObamaEconomy.pdf
DailyKos/SEIU/PPP (D),2011-08-18,2011-08-21,2011-08-24 10:48:32,1002,Registered Voters,Automated Phone,48,48,4,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11751,http://dailykos.com/weeklypolling/2011/8/18,http://dailykos.com/weeklypolling/2011/8/18
YouGov/Economist,2011-08-13,2011-08-16,2011-08-18 17:17:26,1000,Adults,Internet,42,51,8,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-11730,http://big.assets.huffingtonpost.com/20110816econToplines.pdf,http://big.assets.huffingtonpost.com/20110816econToplines.pdf
DailyKos/SEIU/PPP (D),2011-08-11,2011-08-14,2011-08-16 12:25:58,1002,Registered Voters,Automated Phone,45,50,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11715,http://dailykos.com/weeklypolling/2011/8/11,http://dailykos.com/weeklypolling/2011/8/11
Democracy Corps (D)/Women's Voices. Women Vote.,2011-08-06,2011-08-10,2011-08-12 17:11:17,1000,Likely Voters,Phone,48,42,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-women-s-voices-women-vote-11706,http://www.democracycorps.com/wp-content/files/dcor120811fq_WEBSITE.pdf,http://www.democracycorps.com/wp-content/files/dcor120811fq_WEBSITE.pdf
FOX,2011-08-07,2011-08-09,2011-08-11 10:05:50,904,Registered Voters,Phone,48,47,5,http://elections.huffingtonpost.com/pollster/polls/fox-11697,http://www.foxnews.com/interactive/politics/2011/08/10/fox-news-poll-81011-congressional-approval/,http://www.foxnews.com/interactive/politics/2011/08/10/fox-news-poll-81011-congressional-approval/
YouGov/Economist,2011-08-06,2011-08-09,2011-08-11 11:47:07,1000,Adults,Internet,41,49,10,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-11698,http://big.assets.huffingtonpost.com/20110809econToplines.pdf,http://big.assets.huffingtonpost.com/20110809econToplines.pdf
DailyKos/SEIU/PPP (D),2011-08-04,2011-08-07,2011-08-09 17:16:54,1002,Registered Voters,Automated Phone,51,46,3,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11684,http://dailykos.com/weeklypolling/2011/8/4,http://dailykos.com/weeklypolling/2011/8/4
YouGov/Economist,2011-07-30,2011-08-02,2011-08-04 11:22:27,1000,Adults,Internet,45,47,8,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-11665,http://big.assets.huffingtonpost.com/20110802econToplines.pdf,http://big.assets.huffingtonpost.com/20110802econToplines.pdf
DailyKos/SEIU/PPP (D),2011-07-28,2011-07-31,2011-08-02 17:15:41,1002,Registered Voters,Automated Phone,50,44,6,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11660,http://dailykos.com/weeklypolling/2011/7/28,http://dailykos.com/weeklypolling/2011/7/28
DailyKos/SEIU/PPP (D),2011-07-21,2011-07-24,2011-07-27 16:59:46,1002,Registered Voters,Automated Phone,49,47,4,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11641,http://dailykos.com/weeklypolling/2011/7/21,http://dailykos.com/weeklypolling/2011/7/21
DailyKos/SEIU/PPP (D),2011-07-14,2011-07-17,2011-07-19 15:55:18,1000,Registered Voters,Automated Phone,45,50,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11604,http://dailykos.com/weeklypolling/2011/7/14,http://dailykos.com/weeklypolling/2011/7/14
DailyKos/SEIU/PPP (D),2011-07-07,2011-07-10,2011-07-12 16:10:29,1002,Registered Voters,Automated Phone,49,47,4,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11567,http://dailykos.com/weeklypolling/2011/7/7,http://dailykos.com/weeklypolling/2011/7/7
DailyKos/SEIU/PPP (D),2011-06-23,2011-06-26,2011-06-28 16:36:24,1002,Registered Voters,Automated Phone,47,48,4,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11518,http://dailykos.com/weeklypolling/2011/6/23,http://dailykos.com/weeklypolling/2011/6/23
Marist/McClatchy,2011-06-15,2011-06-23,2011-06-28 11:53:08,1003,Adults,Phone,50,44,6,http://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-11516,"http://maristpoll.marist.edu/wp-content/misc/usapolls/US110615/Obama/Complete%20June%2028,%202011%20USA%20McClatchy-Marist%20Poll%20Release%20and%20Tables.pdf","http://maristpoll.marist.edu/wp-content/misc/usapolls/US110615/Obama/Complete%20June%2028,%202011%20USA%20McClatchy-Marist%20Poll%20Release%20and%20Tables.pdf"
Democracy Corps (D),2011-06-18,2011-06-21,2011-06-27 12:44:30,1000,Likely Voters,Phone,48,41,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-11513,http://www.democracycorps.com/wp-content/files/110621-DCorps-FQ-Web.pdf,http://www.democracycorps.com/wp-content/files/110621-DCorps-FQ-Web.pdf
AP-GfK,2011-06-16,2011-06-20,2011-06-22 17:23:07,1001,Adults,Phone,56,43,,http://elections.huffingtonpost.com/pollster/polls/ap-gfk-11499,http://www.ap-gfkpoll.com/pdf/AP-GfK%20Poll%20June%202011%20Topline_Obama%20Economy.pdf,http://www.ap-gfkpoll.com/pdf/AP-GfK%20Poll%20June%202011%20Topline_Obama%20Economy.pdf
DailyKos/SEIU/PPP (D),2011-06-16,2011-06-19,2011-06-22 12:11:12,1002,Registered Voters,Automated Phone,50,45,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11496,http://www.dailykos.com/weeklypolling/2011/6/16,http://www.dailykos.com/weeklypolling/2011/6/16
NBC/WSJ,2011-06-09,2011-06-13,2011-06-16 08:58:28,1000,Adults,Phone,49,37,,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-11473,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/_Today_Stories_Teases/11236%20JUNE%20NBC-WSJ%20Final%20Filled-in.pdf,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/_Today_Stories_Teases/11236%20JUNE%20NBC-WSJ%20Final%20Filled-in.pdf
DailyKos/SEIU/PPP (D),2011-06-09,2011-06-12,2011-06-14 17:53:23,1002,Registered Voters,Automated Phone,51,45,4,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11466,http://www.dailykos.com/weeklypolling/2011/6/9,http://www.dailykos.com/weeklypolling/2011/6/9
DailyKos/SEIU/PPP (D),2011-06-02,2011-06-05,2011-06-07 17:39:52,1002,Registered Voters,Automated Phone,49,46,6,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11434,http://www.dailykos.com/weeklypolling/2011/6/2,http://www.dailykos.com/weeklypolling/2011/6/2
Democracy Corps (D)/Women's Voices. Women Vote.,2011-05-21,2011-05-25,2011-06-03 12:40:49,1000,Likely Voters,Phone,50,39,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-women-s-voices-women-vote-11421,http://www.democracycorps.com/wp-content/files/wvwv052511fq5.pdf,http://www.democracycorps.com/wp-content/files/wvwv052511fq5.pdf
DailyKos/SEIU/PPP (D),2011-05-19,2011-05-22,2011-05-24 17:20:41,1002,Registered Voters,Automated Phone,51,44,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11375,http://www.dailykos.com/weeklypolling/2011/5/19,http://www.dailykos.com/weeklypolling/2011/5/19
Suffolk,2011-05-10,2011-05-17,2011-05-18 17:33:54,1070,Likely Voters,Phone,51,42,6,http://elections.huffingtonpost.com/pollster/polls/suffolk-11348,http://suffolk.edu/46652.html,http://suffolk.edu/46652.html
DailyKos/SEIU/PPP (D),2011-05-12,2011-05-15,2011-05-17 17:12:36,1002,Registered Voters,Automated Phone,52,42,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11344,http://www.dailykos.com/weeklypolling/2011/5/12,http://www.dailykos.com/weeklypolling/2011/5/12
AP-GfK,2011-05-05,2011-05-09,2011-05-11 11:13:46,1001,Adults,Phone,63,36,1,http://elections.huffingtonpost.com/pollster/polls/ap-gfk-11320,http://www.ap-gfkpoll.com/pdf/AP-GfK_Poll_May_Topline_051011_POLITICS.pdf,http://www.ap-gfkpoll.com/pdf/AP-GfK_Poll_May_Topline_051011_POLITICS.pdf
DailyKos/SEIU/PPP (D),2011-05-05,2011-05-08,2011-05-10 17:18:11,1002,Registered Voters,Automated Phone,53,42,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11317,http://www.dailykos.com/weeklypolling/2011/5/5,http://www.dailykos.com/weeklypolling/2011/5/5
NBC News,2011-05-05,2011-05-07,2011-05-10 08:57:35,800,Adults,Phone,54,31,1,http://elections.huffingtonpost.com/pollster/polls/nbc-news-11313,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/_Today_Stories_Teases/11192_MAY_NBC_Poll.pdf,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/_Today_Stories_Teases/11192_MAY_NBC_Poll.pdf
DailyKos/SEIU/PPP (D),2011-04-28,2011-05-01,2011-05-03 17:08:47,1002,Registered Voters,Automated Phone,49,47,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11281,http://dailykos.com/weeklypolling/2011/4/28,http://dailykos.com/weeklypolling/2011/4/28
FOX,2011-04-25,2011-04-27,2011-05-02 14:41:42,911,Registered Voters,Phone,53,44,,http://elections.huffingtonpost.com/pollster/polls/fox-11271,http://www.scribd.com/full/54158725?access_key=key-26pckzzekc16xems5954,http://www.scribd.com/full/54158725?access_key=key-26pckzzekc16xems5954
DailyKos/SEIU/PPP (D),2011-04-21,2011-04-24,2011-04-26 16:25:28,,Registered Voters - Democrat,Automated Phone,46,49,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11249,http://www.dailykos.com/weeklypolling/2011/4/21,http://www.dailykos.com/weeklypolling/2011/4/21
YouGov/Economist,2011-04-16,2011-04-19,2011-04-21 17:11:45,1000,Adults,Internet,47,48,6,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-11230,http://cdn.yougov.com/downloads/releases/econ/20110416_econToplines.pdf,http://cdn.yougov.com/downloads/releases/econ/20110416_econToplines.pdf
DailyKos/SEIU/PPP (D),2011-04-14,2011-04-17,2011-04-19 14:28:11,1003,Registered Voters,Automated Phone,48,47,6,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11219,http://www.dailykos.com/weeklypolling/2011/4/14,http://www.dailykos.com/weeklypolling/2011/4/14
ABC/Post,2011-04-14,2011-04-17,2011-04-19 10:29:52,1001,Adults,Phone,52,45,2,http://elections.huffingtonpost.com/pollster/polls/abc-post-11215,http://www.washingtonpost.com/wp-srv/politics/polls/postpoll_04172011.html,http://www.washingtonpost.com/wp-srv/politics/polls/postpoll_04172011.html
Marist/McClatchy,2011-04-10,2011-04-14,2011-04-19 10:55:08,1084,Registered Voters,Phone,48,48,5,http://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-11216,"http://maristpoll.marist.edu/wp-content/misc/usapolls/US110410/McClatchy/McClatchy-Marist%20Poll%20Complete%20April%2018th,%202011%20USA%20Poll%20Tables.pdf","http://maristpoll.marist.edu/wp-content/misc/usapolls/US110410/McClatchy/McClatchy-Marist%20Poll%20Complete%20April%2018th,%202011%20USA%20Poll%20Tables.pdf"
Democracy Corps (D)/Campaign For America's Future,2011-04-10,2011-04-12,2011-04-15 16:46:48,1000,Likely Voters,Phone,47,41,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-campaign-for-america-s-future-11205,http://www.democracycorps.com/wp-content/files/fq4.pdf,http://www.democracycorps.com/wp-content/files/fq4.pdf
DailyKos/SEIU/PPP (D),2011-04-07,2011-04-10,2011-04-12 11:49:00,1002,Registered Voters,Automated Phone,50,46,4,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11183,http://www.dailykos.com/weeklypolling/2011/4/7,http://www.dailykos.com/weeklypolling/2011/4/7
NBC/WSJ,2011-03-31,2011-04-04,2011-04-07 10:14:01,1000,Adults,Phone,50,36,,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-11159,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/_Today_Stories_Teases/11139%20April%202011%20Filled-in.pdf,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/_Today_Stories_Teases/11139%20April%202011%20Filled-in.pdf
DailyKos/SEIU/PPP (D),2011-03-31,2011-04-03,2011-04-05 12:59:47,1000,Registered Voters,Automated Phone,49,47,4,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11148,http://www.dailykos.com/weeklypolling/2011/3/31,http://www.dailykos.com/weeklypolling/2011/3/31
AP-GfK,2011-03-24,2011-03-28,2011-03-31 10:31:32,1001,Adults,Phone,59,39,1,http://elections.huffingtonpost.com/pollster/polls/ap-gfk-11131,http://www.ap-gfkpoll.com/pdf/AP-GfK%20Poll%20March%20Topline%2003291_POLITICS.pdf,http://www.ap-gfkpoll.com/pdf/AP-GfK%20Poll%20March%20Topline%2003291_POLITICS.pdf
Gallup,2011-03-25,2011-03-27,2011-03-31 10:59:34,1027,Adults,Phone,54,43,3,http://elections.huffingtonpost.com/pollster/polls/gallup-11132,http://www.gallup.com/poll/146891/Hillary-Clinton-Favorable-Near-Time-High.aspx,http://www.gallup.com/poll/146891/Hillary-Clinton-Favorable-Near-Time-High.aspx
DailyKos/SEIU/PPP (D),2011-03-25,2011-03-27,2011-03-29 15:01:12,1003,Registered Voters,Automated Phone,47,47,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11123,http://dailykos.com/weeklypolling/2011/3/25,http://dailykos.com/weeklypolling/2011/3/25
DailyKos/SEIU/PPP (D),2011-03-17,2011-03-20,2011-03-23 10:44:52,1003,Registered Voters,Automated Phone,49,45,6,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11096,http://www.dailykos.com/weeklypolling/2011/3/17,http://www.dailykos.com/weeklypolling/2011/3/17
Pew,2011-03-08,2011-03-14,2011-03-23 10:57:35,1525,Adults,Phone,58,39,3,http://elections.huffingtonpost.com/pollster/polls/pew-11097,http://people-press.org/reports/pdf/720.pdf,http://people-press.org/reports/pdf/720.pdf
DailyKos/SEIU/PPP (D),2011-03-10,2011-03-13,2011-03-17 14:51:39,1003,Registered Voters,Automated Phone,46,48,6,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11074,http://www.dailykos.com/weeklypolling/2011/3/10,http://www.dailykos.com/weeklypolling/2011/3/10
Bloomberg,2011-03-04,2011-03-07,2011-03-10 11:32:31,1001,Adults,Phone,55,41,4,http://elections.huffingtonpost.com/pollster/polls/bloomberg-11043,http://media.bloomberg.com/bb/avfile/rNspPKk8OJfA,http://media.bloomberg.com/bb/avfile/rNspPKk8OJfA
DailyKos/SEIU/PPP (D),2011-03-04,2011-03-06,2011-03-08 15:11:02,1003,Registered Voters,Automated Phone,50,46,3,http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-11034,http://www.dailykos.com/weeklypolling/2011/3/4,http://www.dailykos.com/weeklypolling/2011/3/4
Ipsos/Reuters,2011-03-03,2011-03-06,2011-03-29 16:17:10,1040,Adults,Phone,55,42,3,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-11124,http://www.ipsos-na.com/download/pr.aspx?id=10482,http://www.ipsos-na.com/download/pr.aspx?id=10482
Resurgent Republic (R),2011-03-01,2011-03-03,2011-03-09 10:52:46,1000,Registered Voters,Phone,49,47,5,http://elections.huffingtonpost.com/pollster/polls/resurgent-republic-r-11038,http://resurgentrepublic.com/system/assets/382/original/RR_March_2011_Toplines.pdf,http://resurgentrepublic.com/system/assets/382/original/RR_March_2011_Toplines.pdf
NBC/WSJ,2011-02-24,2011-02-28,2011-03-03 10:13:43,1000,Adults,Phone,49,44,1,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-11019,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/2-24-28-11.pdf,http://msnbcmedia.msn.com/i/MSNBC/Sections/NEWS/A_Politics/___Politics_Today_Stories_Teases/2-24-28-11.pdf
DailyKos/PPP (D),2011-02-24,2011-02-27,2011-03-01 17:46:40,1003,Registered Voters,Automated Phone,49,44,6,http://elections.huffingtonpost.com/pollster/polls/dailykos-ppp-d-11011,http://www.dailykos.com/weeklypolling/2011/2/24,http://www.dailykos.com/weeklypolling/2011/2/24
DailyKos/PPP (D),2011-02-17,2011-02-20,2011-02-23 11:42:27,1002,Registered Voters,Automated Phone,49,46,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-ppp-d-10986,http://www.dailykos.com/weeklypolling/2011/2/17,http://www.dailykos.com/weeklypolling/2011/2/17
DailyKos/PPP (D),2011-02-11,2011-02-13,2011-02-15 16:37:17,1002,Likely Voters,Automated Phone,49,46,5,http://elections.huffingtonpost.com/pollster/polls/dailykos-ppp-d-10964,http://www.dailykos.com/weeklypolling/2011/2/11,http://www.dailykos.com/weeklypolling/2011/2/11
Democracy Corps (D),2011-02-07,2011-02-09,2011-02-15 15:59:19,1001,Likely Voters,Phone,53,35,,http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-10963,http://www.democracycorps.com/wp-content/files/dcor020911fq2.dcorps.pdf,http://www.democracycorps.com/wp-content/files/dcor020911fq2.dcorps.pdf
DailyKos/PPP (D),2011-02-03,2011-02-06,2011-02-07 15:45:04,1002,Likely Voters,Automated Phone,51,45,4,http://elections.huffingtonpost.com/pollster/polls/dailykos-ppp-d-10920,http://dailykos.com/weeklypolling/2011/2/3,http://dailykos.com/weeklypolling/2011/2/3
